text,label,CutDebt,IDClassifier,IfKnowDebtor,Installment,ConfirmLoan,WillingToPay
什么 玩意儿,109,0,0,0,0,0,0
我 怎么 说 。,109,0,0,0,0,0,0
除非 你 晚上 来 我家,109,0,0,0,0,0,0
瓜 娃子   莫装怪,109,0,0,0,0,0,0
孩子 不能不 吃 啊,109,0,0,0,0,1,0
风起 的 时候,109,0,0,0,0,0,0
大概,109,1,0,0,1,0,1
我 情不自禁 会为 你 牵挂,109,0,0,0,0,0,0
我 靠   我 的 信息 又 被 卖 了,109,0,0,0,0,0,0
你们 还 有点 歪 哦 没意思,109,0,0,0,0,0,0
明年 说,109,1,0,0,1,1,1
天气 真 好,109,0,0,0,0,0,0
你们 要 向 我 道歉,109,0,0,0,0,0,0
我 不想 回答 你,109,0,0,0,0,0,0
为 你 思念 成河 化作 春泥,109,0,0,0,0,0,0
还有 那 满满的 心意,109,0,0,0,0,0,0
你们 简直 是 高利贷 哦 阿,109,1,0,0,1,1,1
等 我 跟 老板 商量 能 预支 工资 不,109,1,0,0,1,1,1
快 收 衣服 了,109,0,0,0,0,0,0
没 得 什么 好 说 的,109,1,0,0,1,1,1
不 在,109,0,1,0,0,0,0
欲 举目 神州     一片 南 雁北 走,109,0,0,0,0,0,0
去 不到 终点   就 回到 原点 哈哈哈,109,0,0,0,0,0,0
今天 天公不作美   郁闷,109,0,0,0,0,0,0
来 我家 拿,109,0,0,0,0,0,0
你会输,109,0,0,0,0,0,0
还个 屁,109,1,0,0,1,1,1
不 发红包 不说,109,0,0,0,0,0,0
我 完全 不 懂 你 的 意思,109,0,0,0,0,1,0
昨天 的 彩票 没有 中   今天 继续 买,109,0,0,0,0,0,0
我 骗 你 什么,109,0,0,0,0,0,0
大家 联系,109,0,0,0,0,0,0
雨 打 了 年华 溜走,109,0,0,0,0,0,0
可能 是 我 在 做梦 吧,109,0,0,0,0,0,0
是不是 或者 认识 不 认识 和 你 有 什么 关系,109,0,0,0,0,0,0
小姐姐 你 吃 过 没,109,0,0,0,0,0,0
你 有 男朋友 不,109,0,0,0,0,0,0
我 不想 说话,109,0,0,0,0,0,0
那么 多 XXX   你 说 的 是 哪 一个,109,0,1,1,0,0,0
你 声音 好好 听,109,0,0,0,0,0,0
啊 ！ 这么 多 啊 ！,109,1,0,0,1,1,1
别烦 我 我 知道,109,0,0,0,0,0,0
你 是不是 有病 啊 ！,109,0,0,0,0,0,0
有 好处 就是,109,0,0,0,0,0,0
为什么 你们 要 逼 我 呢,109,1,0,0,1,0,1
我 也 不 知道,109,0,0,1,0,0,0
认识 他 或 不 认识 他 跟 你 有 什么 关系,109,0,0,0,0,0,0
我 是 她 爸爸,109,0,1,1,0,0,0
有 女友,109,0,0,0,0,0,0
世界 这么 大   我 想 去 看看 没意思,109,0,0,0,0,0,0
天好 冷,109,0,0,0,0,0,0
我 觉得 你 有 毛病   没意思,109,0,0,0,0,0,0
没有 人 联系,109,0,0,0,0,1,0
一边 玩 泥巴 去 ！,109,0,0,0,0,0,0
去死吧,109,0,0,0,0,0,0
猜猜看,109,0,0,0,0,0,0
今天 天公不作美   唉,109,0,0,0,0,0,0
日 你 大爷,109,0,0,0,0,0,0
爬 远点,109,0,0,0,0,0,0
你 在 说书 嘛,109,0,0,0,0,0,0
打打 打   我 明天 就 把 这 张卡 注销 了   看 你们 还 怎么 打,109,0,0,0,0,0,0
可能 回答 内容,109,0,0,0,0,0,0
你们 最近 看 世界杯 吗,109,0,0,0,0,0,0
啥子 才 告诉 你,109,0,0,0,0,0,0
呵呵 呵呵,109,0,0,0,0,0,0
是 又 怎么样 不 又 怎么样,109,0,0,0,0,0,0
管 你 屁事,109,0,0,0,0,1,0
好 美丽,109,0,0,0,0,0,0
你 吃饭 了 没,109,0,0,0,0,0,0
查户口 的 啊,109,0,0,0,0,0,0
今天天气 很 好 阿,109,0,0,0,0,0,0
这么 求多 问题,109,0,0,0,0,0,0
你 说 呢 ？,109,0,0,0,0,0,0
发给 我 也 没用,109,0,0,0,0,0,0
你 帮 我 处理,109,1,0,0,1,1,1
认识 又 怎么样,109,0,0,0,0,0,0
今天天气 很 好者,109,0,0,0,0,0,0
我 很烦   出来 喝酒 不 ？,109,0,0,0,0,0,0
随 你们 吧,109,0,0,0,0,0,0
记得 冲 水费,109,0,0,0,0,0,0
有 毛病 哈哈哈,109,0,0,0,0,0,0
今生 无缘   来世 再见,109,0,0,0,0,0,0
请 我 吃饭,109,0,0,0,0,0,0
你 管 我 啥子 原因 阿,109,0,0,0,0,1,0
我 看不清,109,0,0,0,0,0,0
晚上 吃个 饭 嘛,109,0,0,0,0,0,0
不要 总 觉得 你们 了不起   一天到晚 打个 不停   讨债 的 了不起 啊,109,0,0,0,0,0,0
不要 打电话 了,109,0,0,0,0,0,0
我 朋友 借 一下   抓紧 把 事情 处理 掉 。,109,1,0,0,1,1,1
你 走开,109,0,0,0,0,0,0
不 知道,109,0,0,0,0,1,0
能 不能 别打我 电话,109,0,0,0,0,0,0
摩托,109,0,0,0,0,0,0
爬开,109,0,0,0,0,0,0
自己 找 他,109,0,1,1,0,0,0
你 认识 他 啊,109,0,1,1,0,0,0
答对 有 奖励,109,0,0,0,0,0,0
这样 是 没有 意义 的 了,109,1,0,0,1,0,1
太甜 了,109,0,0,0,0,0,0
还 不起 你 又 能 把 我 怎样,109,1,0,0,1,1,1
啊 ？ 俺 在 新疆 吐鲁番 旅游 呢   这里 美女 可多 了,109,0,0,0,0,0,0
我 现在 不想 说话,109,0,0,0,0,0,0
哈哈 哇,109,0,0,0,0,0,0
哇   今天 好像 要 下 暴雨 。,109,0,0,0,0,0,0
认识 怎么样 不 认识 又 怎么样   烦 求得 很,109,0,0,0,0,0,0
太差 了   得 换个 新 的 。,109,0,0,0,0,0,0
不 了解,109,0,1,1,0,0,0
你 神经病 吧,109,0,0,0,0,0,0
找 警察,109,0,0,0,0,0,0
啊 ？ 俺 在 新疆 吐鲁番 旅游 呢   你 来 不   我 等 你,109,0,0,0,0,0,0
我 都 无语 了,109,0,0,0,0,0,0
哪来 这么 多 骚扰电话 。,109,0,0,0,0,0,0
天气 我 怎样,109,0,0,0,0,0,0
你 吃 粑 粑 了 吗,109,0,0,0,0,0,0
为 我 泡杯 花茶,109,0,0,0,0,0,0
你 提前 联系 我,109,1,0,0,1,0,1
看 此生 应是 有志 难酬,109,0,0,0,0,0,0
意大利 赢 了,109,0,0,0,0,0,0
我 说 算你狠,109,0,0,0,0,0,0
是不是 和 你 有 毛 关系 ？,109,0,0,0,0,0,0
手机 听筒 坏 了,109,0,0,0,0,0,0
驾 一叶扁舟,109,0,0,0,0,0,0
今天 是 几号,109,0,0,0,0,0,0
又 下 大雨 了,109,0,0,0,0,0,0
我 今天 要 看球赛,109,0,0,0,0,0,0
啊 ？ 俺 在 新疆 吐鲁番 旅游 呢,109,0,0,0,0,0,0
吃错药 了 吧,109,0,0,0,0,0,0
唤取 红巾 翠袖,109,0,0,0,0,0,0
没 求得 钱 啥   你 是不是 傻 阿,109,1,0,0,1,1,1
你 猜 我 是不是 呀 没意思,109,0,0,0,0,0,0
吃饭,109,0,0,0,0,0,0
关 你 屁事,109,0,0,0,0,0,0
投资 做生意 失败 了,109,0,0,0,0,1,0
劳资 就是 不想 说,109,0,0,0,0,0,0
你 一 小时 挣 多少,109,0,0,0,0,0,0
你 说 我 是不是 ？,109,0,0,0,0,0,0
世界杯,109,0,0,0,0,0,0
今天 早上 吃 馒头,109,0,0,0,0,0,0
打雷 了 哇 ？,109,0,0,0,0,0,0
我 就是 不 告诉 你,109,0,0,0,0,0,0
你 继续 扯 经 。,109,0,0,0,0,1,0
你 是 胎神 吗,109,0,0,0,0,0,0
冰岛 会 赢,109,0,0,0,0,0,0
你们 不要 打 了   这个 电话 不用 了,109,0,1,1,0,0,0
我 马上 下载 看看,109,1,0,0,1,1,1
有意思,109,0,0,0,0,0,0
你 打 我 啊,109,1,0,0,1,1,1
官人 进来 坐坐 好 吗,109,0,0,0,0,0,0
你 管 我 啥子 原因 哈,109,0,0,0,0,1,0
我 好 累,109,0,0,0,0,0,0
一上午 的 时间 就 浪费 了,109,0,0,0,0,0,0
人 血馒头 不 好吃,109,0,0,0,0,0,0
认不 认识 和 你 有 毛 关系,109,0,0,0,0,0,0
你 也 是 可以 呀,109,0,0,0,0,1,0
我 不 明白 你 说 的 啥,109,0,0,0,0,1,0
侧酒 自倾上 重霄,109,0,0,0,0,0,0
情 劫难 了 折旧 的 心,109,0,0,0,0,0,0
你 找 错 人 了,109,0,1,1,0,1,0
最近 他 有没有 和 你 联系 啊,109,0,1,1,0,0,0
难 回首,109,0,0,0,0,0,0
相信 你,109,1,0,0,1,0,0
你 吃 臭臭 了 吗,109,0,0,0,0,0,0
钱 钱 钱   命 相连 了,109,1,0,0,1,1,1
去 不到 终点   就 回到 原点 阿,109,0,0,0,0,0,0
太阳 好大 啊,109,0,0,0,0,0,0
神经病 没意思,109,0,0,0,0,0,0
你 去 找 他 呀,109,0,1,1,0,0,0
吃过饭,109,0,0,0,0,0,0
即便 这 功劳 尽 舍弃,109,0,0,0,0,0,0
你 吃饭 了 吗,109,0,0,0,0,0,0
你 猜 我 是不是,109,0,0,0,0,0,0
操 阿,109,0,0,0,0,0,0
这样 是 没有 意义 的   没意思,109,1,0,0,1,0,1
我 愿意 认识 就 认识   不 愿意 就 不 认识,109,0,0,0,0,0,0
天气 如何 啊 ？,109,0,0,0,0,0,0
啊   五环   你 比六环少 一环,109,0,0,0,0,0,0
你 是不是 有病 呀 吧,109,0,0,0,0,0,0
今天 出 太阳 了,109,0,0,0,0,0,0
实在 是,109,0,0,0,0,0,0
生劫易渡,109,0,0,0,0,0,0
我 龟儿 脑壳 有包 吗,109,0,0,0,0,0,0
你 有 老婆 吗 ？,109,0,0,0,0,0,0
回忆 总想 哭   一个 人太 孤独 呢,109,0,0,0,0,0,0
今天 中午 喝 稀饭,109,0,0,0,0,0,0
这么 求多 问题 嗯,109,0,0,0,0,0,0
烦死 了,109,0,0,0,0,0,0
啊啊啊 我 好 冷,109,0,0,0,0,0,0
收音机 坏 了,109,0,0,0,0,0,0
可以 相信,109,0,0,0,0,0,0
你 嘚 瑟 嘛,109,0,0,0,0,0,0
不想 理 你,109,0,0,0,0,0,0
你们 还 有点 歪 哦 哈,109,0,0,0,0,0,0
不 对 啊,109,1,0,0,1,0,1
入 水流,109,0,0,0,0,0,0
对不起   我 不 方便 这么 做 呗,109,1,0,0,1,1,1
退阵 杀敌,109,0,0,0,0,0,0
你 帮 我 带 一句 话 给 他,109,0,0,0,0,0,0
手机 烂 了,109,0,0,0,0,1,0
你 多 大 ？,109,0,0,0,0,0,0
之前 手机 掉 了,109,0,0,0,0,1,0
好 恶心   想 吐 啦,109,0,0,0,0,0,0
你 是不是 有病 呀 没意思,109,0,0,0,0,0,0
大概 吧,109,1,0,0,1,0,1
不要 的,109,0,0,1,0,1,0
听不懂 你 说 的 什么,109,0,0,0,0,1,0
有 你 鸡儿 事,109,0,0,0,0,0,0
你 的 普通话 能 不能 标准 点 啊   专业 点 行不行,109,0,0,0,0,0,0
巴西 赢 了,109,0,0,0,0,0,0
你 打 我 孙   我 打 你 爸,109,0,0,0,0,0,0
我 艹 你 妈,109,0,0,0,0,0,0
一下 都 没 心情 了,109,0,0,0,0,0,0
对不起   我 不 方便 这么 做 呀,109,1,0,0,1,1,1
我 不 懂 你 在 说 什么,109,0,0,0,0,1,0
不 清楚,109,0,1,1,0,1,0
瓜 戳戳 的,109,0,0,0,0,0,0
今天天气 很 好   没意思,109,0,0,0,0,0,0
我 又 没 问 你 借钱   你 算 老几 哦 ？,109,0,0,0,0,1,0
我 不 听,109,0,0,0,0,0,0
卖 保险,109,0,0,0,0,0,0
我 为什么 要 告诉 你 啊,109,0,0,0,0,0,0
我 不 认识 你 吧,109,0,0,0,0,0,0
吃 了,109,0,0,0,0,0,0
你 吃 的 多 吗,109,0,0,0,0,0,0
巴西 输 了,109,0,0,0,0,0,0
一直 不来 吗,109,0,0,0,0,0,0
今天天气 不好 不想 说话,109,0,0,0,0,0,0
你 觉得 我 是不是 呢 ？,109,0,0,0,0,0,0
你 去 问 他,109,0,1,1,0,0,0
打错 了,109,0,1,1,0,0,0
已成 癫狂 尚 抽刀,109,0,0,0,0,0,0
去 不到 终点   就 回到 原点 了,109,0,0,0,0,0,0
今天天气 很 好,109,0,0,0,0,0,0
打雷 了,109,0,0,0,0,0,0
我 不 知道,109,0,0,1,0,1,0
今天 出去 吃,109,0,0,0,0,0,0
今天天气 好好,109,0,0,0,0,0,0
我 是 天下第一 帅,109,0,0,0,0,0,0
我 报警 了,109,0,0,1,0,0,0
捡破烂,109,0,0,0,0,1,0
你 龟儿子 吃饱 了 所,109,0,0,0,0,0,0
墨西哥 赢 了,109,0,0,0,0,0,0
你 打电话 你 不 知道 我 是 谁 吗,109,0,0,0,0,0,0
今天天气 不错,109,0,0,0,0,0,0
不要 给家 打电话,109,0,0,0,0,0,0
分太大,109,0,0,0,0,0,0
关 你 什么 事,109,0,0,0,0,0,0
别 打电话 了,109,0,0,0,0,0,0
什么 时候 没有 联系 啊,109,0,0,0,0,0,0
你 大爷,109,0,0,0,0,0,0
管 你 求事,109,0,0,0,0,1,0
哎 呦 前面 有条 狗,109,0,0,0,0,0,0
你 是不是 有病 呀,109,0,0,0,0,0,0
你 小孩 几岁 ？,109,0,0,0,0,0,0
风吹雨打 愿 山河 依旧,109,0,0,0,0,0,0
鬼扯 哟,109,0,0,0,0,1,0
你 问 我 我 怎么 知道,109,0,0,1,0,0,0
滚蛋,109,0,0,0,0,0,0
你 去 超市 吗,109,0,0,0,0,0,0
有 毛病,109,0,0,0,0,0,0
打滴,109,0,0,0,0,0,0
丽丽   咋 是 你 呢 ？,109,0,0,0,0,0,0
你 找 他 什么 事,109,0,1,1,0,0,0
不 打错 电话 了 哇,109,0,1,1,0,0,0
哈哈 呢,109,0,0,0,0,0,0
无 语,109,0,0,0,0,0,0
自己 找,109,0,1,1,0,0,0
啊 ？ 俺 在 新疆 吐鲁番 旅游 呢   你 来 不,109,0,0,0,0,0,0
花儿 、 花儿 、 慢慢 落下,109,0,0,0,0,0,0
你 累不累 呀,109,0,0,0,0,0,0
啊 ？ 俺 在 新疆 吐鲁番 旅游 呢   给 你 带点 啥,109,0,0,0,0,0,0
烦不烦,109,0,0,0,0,0,0
脑子 有病 吧 没意思,109,0,0,1,0,0,0
我 没 在家,109,0,0,0,0,0,0
有 一些 思念,109,0,0,0,0,0,0
可以 吗 ？,109,0,0,0,0,0,0
你们 一天 闲得 慌 啊   天天 打 骚扰电话 来 ！,109,0,1,1,0,0,0
长 头发 短 头发 ？,109,0,0,0,0,0,0
你 老婆 咋样 ？,109,0,0,0,0,0,0
我 怎么 不 记得 了,109,0,0,0,0,1,0
宽恕 我 的 平凡 了,109,0,0,0,0,0,0
小姐姐 不要 害羞 吗,109,0,0,0,0,0,0
你 找 我 没用 啊,109,0,1,1,0,0,0
不要 打 我 电话,109,0,0,0,0,0,0
我 不 开心,109,0,0,0,0,0,0
马作 的 卢弓 如 霹雳 征战 沙场,109,0,0,0,0,0,0
哏 哏,109,0,0,0,0,0,0
啊 你 猜 我 是不是,109,0,0,0,0,0,0
做梦 去 吧 。,109,1,0,0,1,0,1
是不是 和 你 有 关系 吗,109,0,0,0,0,0,0
睡莲 静立 水 中央,109,0,0,0,0,0,0
几多 离愁     花间 朦胧 把酒,109,0,0,0,0,0,0
你 生活 咋样 ？,109,0,0,0,0,0,0
你 长得 乖 所,109,0,0,0,0,0,0
这 明显 是 不 可能 的,109,1,0,0,1,0,1
宽恕 我 的 平凡 哈哈哈,109,0,0,0,0,0,0
你 打电话   你 神经病 哦,109,0,0,0,0,0,0
人事 会 给 你 解释,109,0,0,0,0,1,0
你 是不是 打错 了 哦,109,0,1,1,0,0,0
烦,109,0,0,0,0,0,0
你 觉得 啦 。,109,0,0,0,0,0,0
我 是 你 姥姥 。,109,0,0,0,0,0,0
深井 冰,109,0,0,0,0,0,0
呵呵 吧,109,0,0,0,0,0,0
睡觉 了,109,0,0,0,0,0,0
大雁 飞过去,109,0,0,0,0,0,0
你 个 瓜 娃子   咋个 又 在 打 我 电话,109,0,0,0,0,0,0
好 冷咯,109,0,0,0,0,0,0
不关我事,109,0,0,0,0,1,0
今天 是 几号,109,0,0,0,0,0,0
往昔 觅 封侯,109,0,0,0,0,0,0
神经病 了,109,0,0,0,0,0,0
你 猜 我 是不是 呀 矣,109,0,0,0,0,0,0
白驹过隙,109,0,0,0,0,0,0
你 找 骂 是不是,109,0,0,0,0,0,0
嘿嘿,109,0,0,0,0,0,0
你 看过 侏罗纪 世界 吗,109,0,0,0,0,0,0
与 我 有 关系 吗,109,0,1,1,0,0,0
抢 五月 的 时候 有 你 的 身影 吗,109,0,0,0,0,0,0
你 说 我 是不是,109,0,0,0,0,0,0
神经病 阿,109,0,0,0,0,0,0
我 是 大 帅哥,109,0,0,0,0,0,0
征信 已接 黑 了,109,0,0,0,0,0,0
你 说 的 是 2 万 越南盾 哇 ？,109,1,0,0,1,1,1
孩子 生病 了,109,0,0,0,0,1,0
我认 不 认识 跟 你 有关 么 ？,109,0,0,0,0,0,0
天气,109,0,0,0,0,0,0
我 觉得 你 有 毛病 阿,109,0,0,0,0,0,0
我 觉得 你 有 毛病 没意思,109,0,0,0,0,0,0
家人 接 本人 去世,109,0,0,0,0,0,0
别打我 电话 了,109,0,0,0,0,0,0
手机 坏 了,109,0,0,0,0,1,0
啦 啦 啦,109,0,0,0,0,0,0
你 爱人 上班 了 吗 ？,109,0,0,0,0,0,0
有病,109,0,0,0,0,0,0
操 你 大爷,109,0,0,0,0,0,0
法国 赢 了,109,0,0,0,0,0,0
提债 挂,109,0,0,0,0,0,0
料峭 清风 正 轻奏       伊人 瘦,109,0,0,0,0,0,0
看 不尽 江水 东流,109,0,0,0,0,0,0
再 打 就 报警 了,109,0,0,1,0,0,0
把 你 印上 我 的 翅膀,109,0,0,0,0,0,0
克罗地亚 大败 阿根廷,109,0,0,0,0,0,0
您 所 拨打 的 电话 不 在 服务区   请 稍后 再 拨,109,0,0,0,0,0,0
操,109,0,0,0,0,0,0
不 说 了 哦,109,0,0,0,0,0,0
最近 球赛 还 有点 好看   买 彩票 没 ？,109,0,0,0,0,0,0
你 有没有 爱上 我,109,0,0,0,0,0,0
早点 回家,109,0,0,0,0,0,0
下班 后 去 健身 吧,109,0,0,0,0,0,0
我 是 做 贷款 的   请问 你 需要 吗,109,0,0,0,0,0,0
多 摆 一盘 ？,109,0,0,0,0,0,0
转告 不了,109,0,0,1,0,0,0
你妹 啊   搞错 了 哇,109,0,1,1,0,1,0
我 又 没 欠 你 钱,109,0,0,0,0,1,0
你 管 我 啥子 原因 了,109,0,0,0,0,1,0
我 觉得 你 有 毛病 了,109,0,0,0,0,0,0
你 管 求得 我 的,109,0,0,0,0,0,0
你 自己 去 找,109,0,1,1,0,0,0
操 没意思,109,0,0,0,0,0,0
