文本,类别,CutDebt,IDClassifier,IfKnowDebtor,Installment,ConfirmLoan,WillingToPay
我在水里,请求等下打来,0,0,0,0,0,0
我在睡觉别烦我,请求等下打来,0,0,0,0,0,0
我在睡觉我在做梦,请求等下打来,0,0,0,0,0,0
我在学习,请求等下打来,0,0,0,0,0,0
我在医院,请求等下打来,0,0,0,0,0,0
我贼帅,故意岔开话题,0,0,0,0,0,0
我怎么不记得了,故意岔开话题,0,0,0,0,1,0
我怎么说。,故意岔开话题,0,0,0,0,0,0
我怎么知道,故意岔开话题,0,0,0,0,1,0
我这边跟你是晚上联系,请求等下打来,0,0,0,0,0,0
我这边下雨,请求等下打来,0,0,0,0,0,0
我这边在山上,请求等下打来,0,0,0,0,0,0
我这里不是你要找的人,故意岔开话题,0,1,1,0,0,0
我子安在没时间,请求等下打来,0,0,0,0,0,0
卧槽,故意岔开话题,0,0,0,0,0,0
无理取闹，你再骚扰我就诅咒你全家了,故意岔开话题,0,0,0,0,0,0
无聊,故意岔开话题,0,0,0,0,0,0
无人问津廉颇几斗,故意岔开话题,0,0,0,0,0,0
无语,故意岔开话题,0,0,0,0,0,0
西班牙输了,故意岔开话题,0,0,0,0,0,0
西班牙赢了,故意岔开话题,0,0,0,0,0,0
嘻嘻,故意岔开话题,0,0,0,0,0,0
下班后去健身吧,故意岔开话题,0,0,0,0,0,0
下暴雨来了,请求等下打来,0,0,0,0,0,0
下次再说,请求等下打来,0,0,0,0,0,0
下高速,请求等下打来,0,0,0,0,0,0
下午,故意岔开话题,0,0,0,0,0,0
下一秒的时间,故意岔开话题,0,0,0,0,0,0
下雨了,请求等下打来,0,0,0,0,0,0
下雨呢,请求等下打来,0,0,0,0,0,0
吓尿了,故意岔开话题,0,0,0,0,1,0
吓死恩,故意岔开话题,0,0,0,0,1,0
先不说了，我要去打麻将了,请求等下打来,0,0,0,0,0,0
先来一首五环之歌吧,故意岔开话题,0,0,0,0,0,0
现在接一下,故意岔开话题,0,0,0,0,0,0
现在上班,请求等下打来,0,0,0,0,0,0
现在已经晚上10点，你们不下班吗,请求等下打来,0,0,0,0,0,0
相信你,故意岔开话题,1,0,0,1,0,0
想春风,故意岔开话题,0,0,0,0,0,0
小姐姐不要害羞吗,故意岔开话题,0,0,0,0,0,0
小姐姐你吃过没,故意岔开话题,0,0,0,0,0,0
小丽，咋是你呢？,故意岔开话题,0,0,0,0,0,0
小生的花伞还落在你家,故意岔开话题,0,0,0,0,0,0
小溪向东去,故意岔开话题,0,0,0,0,0,0
晓得,故意岔开话题,1,0,0,1,1,1
写得鬼火冒,故意岔开话题,0,0,0,0,0,0
心情不错,故意岔开话题,0,0,0,0,0,0
兄弟，你太天真了,故意岔开话题,1,0,0,1,1,1
修手机,故意岔开话题,0,0,0,0,0,0
吁,故意岔开话题,0,0,0,0,0,0
需要承担什么责任么,故意岔开话题,1,0,0,1,1,1
雪一直下,故意岔开话题,0,0,0,0,0,0
雪在融化,故意岔开话题,0,0,0,0,0,0
呀,故意岔开话题,0,0,0,0,0,0
延啥子也？听不清？你再说一遍,故意岔开话题,0,0,0,1,0,0
央行降准了,故意岔开话题,0,0,0,0,0,0
阳光好好,故意岔开话题,0,0,0,0,0,0
杨颖，咋是你呢？,故意岔开话题,0,0,0,0,0,0
要不你报警抓我吧,故意岔开话题,1,0,0,1,1,1
要不我们聊聊别的,故意岔开话题,0,0,0,0,0,0
要分离、要分离,故意岔开话题,0,0,0,0,0,0
要钱没有，要命一条,故意岔开话题,1,0,0,1,1,1
要我怎么说你才能明白,故意岔开话题,0,0,0,0,0,0
也挺,故意岔开话题,0,0,0,0,0,0
也笑不信人间有白头,故意岔开话题,0,0,0,0,0,0
也要花蕊绽放,故意岔开话题,0,0,0,0,0,0
夜深人静,故意岔开话题,0,0,0,0,0,0
一杯敬朝阳，一环敬月光呢,故意岔开话题,0,0,0,0,0,0
一边呆着,故意岔开话题,0,0,0,0,0,0
一边玩泥巴去！,故意岔开话题,0,0,0,0,0,0
一次,故意岔开话题,0,0,0,0,0,0
一壶好酒,故意岔开话题,0,0,0,0,0,0
一亩地的收获顶不上一趟车票的价,故意岔开话题,0,0,0,0,0,0
一切别来无恙,故意岔开话题,0,0,0,0,0,0
一上午的时间就浪费了,故意岔开话题,0,0,0,0,0,0
一下都没心情了,故意岔开话题,0,0,0,0,0,0
一直不来吗,故意岔开话题,0,0,0,0,0,0
一直是这般模样,故意岔开话题,0,0,0,0,0,0
伊朗赢了,故意岔开话题,0,0,0,0,0,0
已白头,故意岔开话题,0,0,0,0,0,0
已成癫狂尚抽刀,故意岔开话题,0,0,0,0,0,0
意大利输了,故意岔开话题,0,0,0,0,0,0
意大利赢了,故意岔开话题,0,0,0,0,0,0
英格兰输了,故意岔开话题,0,0,0,0,0,0
英格兰赢了,故意岔开话题,0,0,0,0,0,0
哟哟,故意岔开话题,0,0,0,0,0,0
唷,故意岔开话题,0,0,0,0,0,0
唷唷,故意岔开话题,0,0,0,0,0,0
优惠力度那么小，算了,故意岔开话题,1,0,0,1,0,0
呦,故意岔开话题,0,0,0,0,0,0
呦呦呦,故意岔开话题,0,0,0,0,0,0
有,故意岔开话题,0,0,0,0,0,0
有病,故意岔开话题,0,0,0,0,0,0
有答案,故意岔开话题,0,0,0,0,0,0
有多少往事,故意岔开话题,0,0,0,0,0,0
有好处就是,故意岔开话题,0,0,0,0,0,0
有嘛,故意岔开话题,0,0,0,0,0,0
有毛病,故意岔开话题,0,0,0,0,0,0
有毛病嗯,故意岔开话题,0,0,0,0,0,0
有毛病哈哈哈,故意岔开话题,0,0,0,0,0,0
有毛病么，又打来，别惹我，烦着呢,故意岔开话题,0,0,0,0,0,0
有你鸡儿事,故意岔开话题,0,0,0,0,0,0
有你啥事,故意岔开话题,0,0,0,0,0,0
有你啥相干,故意岔开话题,0,0,0,0,0,0
有你什么事,故意岔开话题,0,0,0,0,0,0
有女友,故意岔开话题,0,0,0,0,0,0
有朋友,故意岔开话题,0,0,0,0,0,0
有钱人,故意岔开话题,0,0,0,0,0,0
有人打你电话,故意岔开话题,0,0,0,0,0,0
有人喊我,请求等下打来,0,0,0,0,0,0
有什么事,故意岔开话题,0,1,1,0,0,0
有完没完呢,故意岔开话题,0,0,0,0,0,0
有些风景在心间,故意岔开话题,0,0,0,0,0,0
有些花香在指尖,故意岔开话题,0,0,0,0,0,0
有一点惆怅,故意岔开话题,0,0,0,0,0,0
有一点彷徨,故意岔开话题,0,0,0,0,0,0
有一些思念,故意岔开话题,0,0,0,0,0,0
有意思,故意岔开话题,0,0,0,0,0,0
有有有有,故意岔开话题,0,0,0,0,0,0
又是卖保险的,故意岔开话题,0,0,0,0,0,0
又是你个瓜娃子,故意岔开话题,0,0,0,0,0,0
又下大雨了,故意岔开话题,0,0,0,0,0,0
与我有关系吗,故意岔开话题,0,1,1,0,0,0
雨打了年华溜走,故意岔开话题,0,0,0,0,0,0
雨好大，我先闪了。,请求等下打来,0,0,0,0,0,0
雨落的时候,故意岔开话题,0,0,0,0,0,0
雨太大,请求等下打来,0,0,0,0,0,0
雨太大了,请求等下打来,0,0,0,0,0,0
雨太大了，躲雨去了,请求等下打来,0,0,0,0,0,0
雨下太大，没法去处理,请求等下打来,0,0,0,0,0,0
欲举目神州  一片南雁北走,故意岔开话题,0,0,0,0,0,0
欲说还休  依稀新词强说愁,故意岔开话题,0,0,0,0,0,0
约定好、约定好,故意岔开话题,0,0,0,0,0,0
咋又是我呢？,故意岔开话题,0,0,0,0,0,0
再打报警,故意岔开话题,0,0,0,0,0,0
再打电话来我报警了,故意岔开话题,0,0,0,0,0,0
再打电话我报警啦,故意岔开话题,0,0,0,0,0,0
再见,故意岔开话题,0,0,0,0,0,0
再说,故意岔开话题,0,0,0,0,0,0
在。,请求等下打来,0,0,0,0,0,0
在打拉黑,故意岔开话题,0,0,0,0,0,0
在打猎,请求等下打来,0,0,0,0,0,0
在放牧,请求等下打来,0,0,0,0,0,0
在飞机上,请求等下打来,0,0,0,0,0,0
在高速,请求等下打来,0,0,0,0,0,0
在高速上,请求等下打来,0,0,0,0,0,0
在海里,请求等下打来,0,0,0,0,0,0
在火车上,请求等下打来,0,0,0,0,0,0
在开车,请求等下打来,0,0,0,0,0,0
在路上了,请求等下打来,0,0,0,0,0,0
在拍队,请求等下打来,0,0,0,0,0,0
在山里,请求等下打来,0,0,0,0,0,0
在山上,请求等下打来,0,0,0,0,0,0
在睡觉,请求等下打来,0,0,0,0,0,0
在停车场,请求等下打来,0,0,0,0,0,0
在下雨！,请求等下打来,0,0,0,0,0,0
在医院,请求等下打来,0,0,0,0,0,0
在医院呢,请求等下打来,0,0,0,0,0,0
早点回家,故意岔开话题,0,0,0,0,0,0
早干嘛去了,故意岔开话题,1,0,0,1,1,1
早已经不想回家,故意岔开话题,0,0,0,0,0,0
怎么联系你,故意岔开话题,0,0,0,0,0,0
长头发短头发？,故意岔开话题,0,0,0,0,0,0
找借口,故意岔开话题,0,0,0,0,0,0
找警察,故意岔开话题,0,0,0,0,0,0
找警察问,故意岔开话题,0,0,0,0,0,0
这边有印象吗有有,故意岔开话题,0,0,0,0,0,0
这大把好时光,故意岔开话题,0,0,0,0,0,0
这电话有毒,故意岔开话题,0,0,0,0,0,0
这个保证不了,故意岔开话题,1,0,0,1,0,1
这个点该吃饭了,请求等下打来,0,0,0,0,0,0
这江山万里又何惧万里,故意岔开话题,0,0,0,0,0,0
这里的风景真好,故意岔开话题,0,0,0,0,0,0
这里有饭要吃吗,故意岔开话题,0,0,0,0,0,0
这么求多问题,故意岔开话题,0,0,0,0,0,0
这么求多问题，没意思,故意岔开话题,0,0,0,0,0,0
这么求多问题吧,故意岔开话题,0,0,0,0,0,0
这么求多问题嗯,故意岔开话题,0,0,0,0,0,0
这么求多问题没意思,故意岔开话题,0,0,0,0,0,0
这么求多问题焉,故意岔开话题,0,0,0,0,0,0
这明显是不可能的,故意岔开话题,1,0,0,1,0,1
这人是干什么的,故意岔开话题,0,1,1,0,0,0
这人怎么了,故意岔开话题,0,1,1,0,0,0
这是公司的业务电话,故意岔开话题,0,1,1,0,0,0
这是我的电话,故意岔开话题,0,1,0,0,0,0
这样是没有意义的，没意思,故意岔开话题,1,0,0,1,0,1
这样是没有意义的阿,故意岔开话题,1,0,0,1,0,1
这样是没有意义的嗯,故意岔开话题,1,0,0,1,0,1
这样是没有意义的了,故意岔开话题,1,0,0,1,0,1
这样是没有意义的没意思,故意岔开话题,1,0,0,1,0,1
这样有意思吗,故意岔开话题,1,0,0,1,0,1
这样有意义吗,故意岔开话题,1,0,0,1,0,1
这雨真大,请求等下打来,0,0,0,0,0,0
真的想吐了,故意岔开话题,0,0,0,0,0,0
真凉快,故意岔开话题,0,0,0,0,0,0
征信已接黑了,故意岔开话题,0,0,0,0,0,0
整不来关键是,故意岔开话题,1,0,0,1,1,1
正在银行,故意岔开话题,1,0,1,1,1,1
之前工作人员骂我了,故意岔开话题,0,0,0,0,0,0
之前手机掉了,故意岔开话题,0,0,0,0,1,0
只要你能在地头儿转转不用说个啥,故意岔开话题,0,0,0,0,0,0
栀子花吐着芳香,故意岔开话题,0,0,0,0,0,0
智利赢了,故意岔开话题,0,0,0,0,0,0
中国主权,故意岔开话题,0,0,0,0,0,0
终于完了,故意岔开话题,0,0,0,0,0,0
周末,故意岔开话题,0,0,0,0,0,0
注意身体,故意岔开话题,0,0,0,0,0,0
转告不了,故意岔开话题,0,0,1,0,0,0
撞人了,故意岔开话题,0,0,0,0,0,0
自己去查,故意岔开话题,0,1,1,0,0,0
自己去营业厅查,故意岔开话题,0,0,0,0,0,0
自己想,故意岔开话题,0,1,1,0,0,0
自己在工地，工资一年结一次,故意岔开话题,1,0,0,1,1,1
自己找,故意岔开话题,0,1,1,0,0,0
自己找他,故意岔开话题,0,1,1,0,0,0
走起，出去耍,故意岔开话题,0,0,0,0,0,0
最后警告一次不要打了,故意岔开话题,0,0,0,0,0,0
最近球赛还有点好看，买彩票没？,故意岔开话题,0,0,0,0,0,0
最近生意好吗,故意岔开话题,0,0,0,0,0,0
最近他有没有和你联系啊,故意岔开话题,0,1,1,0,0,0
最近天天下雨吗,故意岔开话题,0,0,0,0,0,0
最怕江南游子再故地重游,故意岔开话题,0,0,0,0,0,0
最少还多少,故意岔开话题,1,0,0,1,0,1
醉里登高却不见吴钩,故意岔开话题,0,0,0,0,0,0
醉里挑灯吹角连营梦里依稀,故意岔开话题,0,0,0,0,0,0
昨天的彩票没有中，今天继续买,故意岔开话题,0,0,0,0,0,0
昨天给我打电话的是不是你们同事啊,故意岔开话题,0,1,1,0,0,0
昨天我订的那只兔子快点给我送过来,故意岔开话题,0,0,0,0,0,0
坐牢才出来,故意岔开话题,0,0,0,0,1,0
坐牢了,故意岔开话题,0,0,0,0,1,0
做火车呢,请求等下打来,0,0,0,0,0,0
做梦去吧。,故意岔开话题,1,0,0,1,0,1
做什么不好非要当骗子，回头是岸，不要执迷不悟了,故意岔开话题,0,0,0,0,0,0
明年说,故意岔开话题,1,0,0,1,1,1
今天几号啊,故意岔开话题,0,0,0,0,0,0
今天是几号,故意岔开话题,1,0,0,1,1,1
我不给你说,故意岔开话题,0,1,1,0,0,0
为什么要告诉你,故意岔开话题,0,1,1,0,0,0
为什么告诉你,故意岔开话题,0,1,1,0,0,0
凭什么回答你,故意岔开话题,0,1,1,0,0,0
啊你猜我是不是,故意岔开话题,0,0,0,0,0,0
哎呀，滚远点，不要打了,故意岔开话题,0,1,1,0,0,0
哎呀烦不烦,故意岔开话题,0,0,0,0,0,0
报警了,故意岔开话题,0,1,1,0,0,0
别打电话了,故意岔开话题,0,1,1,0,0,0
别打过来了,故意岔开话题,0,1,1,0,0,0
别打了,故意岔开话题,0,1,1,0,0,0
别打了，烦不烦啊,故意岔开话题,0,1,1,0,0,0
别打了烦死,故意岔开话题,0,1,1,0,0,0
别打了烦死了,故意岔开话题,0,1,1,0,0,0
别打扰我,故意岔开话题,0,1,1,0,0,0
别打我电话,故意岔开话题,0,1,1,0,0,0
别打我电话，烦不烦？,故意岔开话题,0,1,1,0,0,0
别打我电话了,故意岔开话题,0,1,1,0,0,0
别烦我,故意岔开话题,0,1,1,0,0,0
别烦我我知道,故意岔开话题,0,1,1,0,0,0
别来惹我。,故意岔开话题,0,1,1,0,0,0
别骚扰我,故意岔开话题,0,1,1,0,0,0
不清楚,故意岔开话题,0,0,1,0,1,0
不认识,故意岔开话题,0,1,1,0,0,0
不认识，不要再打过来了啊,故意岔开话题,0,1,1,0,0,0
不认识又怎么样，你打我啊,故意岔开话题,0,0,0,0,0,0
不想告诉你,故意岔开话题,0,1,1,0,0,0
不想跟你说，咋子嘛,故意岔开话题,0,1,1,0,0,0
不想跟你说话,故意岔开话题,0,1,1,0,0,0
不想理你,故意岔开话题,0,1,1,0,0,0
不想说话,故意岔开话题,0,1,1,0,0,0
不晓得,故意岔开话题,0,0,1,0,1,0
不要打电话了,故意岔开话题,0,1,1,0,0,0
不要打过来,故意岔开话题,0,1,1,0,0,0
不要打了,故意岔开话题,0,1,1,0,0,0
不要打我电话,故意岔开话题,0,1,1,0,0,0
不要的,故意岔开话题,0,0,1,0,1,0
不要烦我,故意岔开话题,0,1,1,0,0,0
不要给家打电话,故意岔开话题,0,1,1,0,0,0
不要和你沟通,故意岔开话题,0,1,1,0,0,0
不要急,故意岔开话题,1,0,0,1,1,1
不要老打我电话,故意岔开话题,0,1,1,0,0,0
不要理我哈,故意岔开话题,0,0,0,0,0,0
不要闹，烦得很,故意岔开话题,0,1,1,0,0,0
不要闹,故意岔开话题,1,0,0,1,1,1
不要骚扰了,故意岔开话题,0,1,1,0,0,0
不要骚扰我,故意岔开话题,0,1,1,0,0,0
不要再打过来了,故意岔开话题,0,1,1,0,0,0
不要再打了,故意岔开话题,0,1,1,0,0,0
不要再骚扰我了，不然我报警了,故意岔开话题,0,1,1,0,0,0
不要总觉得你们了不起，一天到晚打个不停，讨债的了不起啊,故意岔开话题,0,1,1,0,0,0
不知道我是谁，给我打什么电话？,故意岔开话题,0,0,0,0,0,0
猜猜看,故意岔开话题,0,0,0,0,0,0
除非你带你闺蜜来我家,故意岔开话题,0,0,0,0,0,0
除非你晚上来我家,故意岔开话题,0,0,0,0,0,0
除了钱，我什么都没了,故意岔开话题,0,0,0,0,0,0
打打打，我明天就把这张卡注销了，看你们还怎么打,故意岔开话题,0,1,1,0,0,0
大概,故意岔开话题,1,0,0,1,0,1
大概吧,故意岔开话题,1,0,0,1,0,1
耳朵聋了,故意岔开话题,0,0,0,0,0,0
二货,故意岔开话题,0,0,0,0,0,0
烦,故意岔开话题,0,0,0,0,0,0
烦不烦,故意岔开话题,0,0,0,0,0,0
烦不烦啊，请你以后不要打这个电话了，在打我要屏蔽你了,故意岔开话题,0,1,1,0,0,0
烦死了,故意岔开话题,0,0,0,0,0,0
烦死了，天天催！催命啊,故意岔开话题,1,0,0,1,1,1
烦死了，天天打电话,故意岔开话题,0,1,1,0,0,0
干嘛告诉你,故意岔开话题,0,0,0,0,0,0
给你说个铲铲,故意岔开话题,0,0,0,0,0,0
瓜戳戳的,故意岔开话题,0,0,0,0,0,0
瓜娃子，莫装怪,故意岔开话题,0,0,0,0,0,0
关你屁事,故意岔开话题,0,0,0,0,0,0
关你什么事,故意岔开话题,0,0,0,0,0,0
关我屁事,故意岔开话题,0,0,0,0,0,0
管你毛事！,故意岔开话题,0,0,0,0,1,0
管你屁事,故意岔开话题,0,0,0,0,1,0
管你求事,故意岔开话题,0,0,0,0,1,0
管你啥事,故意岔开话题,0,0,0,0,1,0
鬼扯哟,故意岔开话题,0,0,0,0,1,0
滚,故意岔开话题,0,0,0,0,0,0
滚，你tm还骗到老子头上来了。,故意岔开话题,0,0,0,0,0,0
滚，你们再打我就，信不信我让你们吃不了兜着走,故意岔开话题,0,0,0,0,0,0
滚蛋,故意岔开话题,0,0,0,0,0,0
滚犊子,故意岔开话题,0,0,0,0,0,0
滚你妈的,故意岔开话题,0,0,0,0,0,0
滚远点,故意岔开话题,0,1,1,0,0,0
会打电话吗！,故意岔开话题,0,0,0,0,0,0
继续猜,故意岔开话题,0,0,0,0,0,0
今天几号啊,故意岔开话题,0,0,0,0,0,0
今天是几号,故意岔开话题,0,0,0,0,0,0
就不告诉你,故意岔开话题,0,1,1,0,0,0
就不告诉你，就不告诉你~,故意岔开话题,0,1,1,0,0,0
懒得搭理你,故意岔开话题,0,1,1,0,0,0
懒得给你说,故意岔开话题,0,1,1,0,0,0
懒得理你,故意岔开话题,0,1,1,0,0,0
劳资就是不想说,故意岔开话题,0,1,1,0,0,0
老子是谁管你啥事,故意岔开话题,0,1,0,0,0,0
妈的，q,故意岔开话题,0,0,0,0,0,0
麻烦,故意岔开话题,0,0,0,0,0,0
没心情说话，不要打电话给我了,故意岔开话题,0,1,1,0,0,0
明年说,故意岔开话题,1,0,0,1,1,1
恼火,故意岔开话题,0,0,0,0,0,0
脑残,故意岔开话题,0,0,0,0,0,0
脑壳有病,故意岔开话题,0,0,0,0,0,0
脑子有病吧,故意岔开话题,0,0,0,0,0,0
脑子有病吧，没意思,故意岔开话题,0,0,0,0,0,0
脑子有病吧吧,故意岔开话题,0,0,0,0,0,0
脑子有病吧哈,故意岔开话题,0,0,0,0,0,0
脑子有病吧没意思,故意岔开话题,0,0,0,0,0,0
脑子有病吧哇,故意岔开话题,0,0,0,0,0,0
嫩瞎扯淡,故意岔开话题,0,1,1,0,0,0
能不能别打我电话,故意岔开话题,0,1,0,0,0,0
能不能不要打我电话骚扰我，他管我什么事,故意岔开话题,0,0,1,0,0,0
你不要烦我,故意岔开话题,0,1,1,0,0,0
你猜,故意岔开话题,0,0,0,0,0,0
你猜吧,故意岔开话题,0,0,0,0,0,0
你猜猜看,故意岔开话题,0,0,0,0,0,0
你猜嘛,故意岔开话题,0,0,0,0,0,0
你猜呢,故意岔开话题,0,0,0,0,0,0
你猜我是不是,故意岔开话题,0,0,0,0,0,0
你猜我是不是呀,故意岔开话题,0,0,0,0,0,0
你猜我是不是呀，没意思,故意岔开话题,0,0,0,0,0,0
你猜我是不是呀阿,故意岔开话题,0,0,0,0,0,0
你猜我是不是呀啊,故意岔开话题,0,0,0,0,0,0
你猜我是不是呀嗯,故意岔开话题,0,0,0,0,0,0
你猜我是不是呀哈,故意岔开话题,0,0,0,0,0,0
你猜我是不是呀啦,故意岔开话题,0,0,0,0,0,0
你猜我是不是呀了,故意岔开话题,0,0,0,0,0,0
你猜我是不是呀没意思,故意岔开话题,0,0,0,0,0,0
你猜我是不是呀矣,故意岔开话题,0,0,0,0,0,0
你吵到我睡觉了,故意岔开话题,0,0,0,0,0,0
你催什么催啊,故意岔开话题,1,0,0,1,1,1
你打电话，你神经病哦,故意岔开话题,0,1,1,0,0,0
你打我啊,故意岔开话题,1,0,0,1,1,1
你大爷,故意岔开话题,0,0,0,0,0,0
你个宝批龙，滚，爬，虐！,故意岔开话题,0,0,0,0,0,0
你个瓜娃子,故意岔开话题,0,0,0,0,0,0
你个瓜娃子，咋个又再打我电话,故意岔开话题,0,0,0,0,0,0
你个瓜娃子，咋个又在打我电话,故意岔开话题,0,0,0,0,0,0
你瓜娃子所,故意岔开话题,0,0,0,0,0,0
你管求得我的,故意岔开话题,0,0,0,0,0,0
你管我啊,故意岔开话题,0,0,0,0,0,0
你管我认不认识,故意岔开话题,0,0,1,0,0,0
你管我啥子原因,故意岔开话题,0,0,0,0,1,0
你管我啥子原因阿,故意岔开话题,0,0,0,0,1,0
你管我啥子原因哈,故意岔开话题,0,0,0,0,1,0
你管我啥子原因了,故意岔开话题,0,0,0,0,1,0
你管我啥子原因没意思,故意岔开话题,0,0,0,0,1,0
你管我啥子原因矣,故意岔开话题,0,0,0,0,1,0
你管我是不是,故意岔开话题,0,1,0,0,0,0
你管我是不是，烦,故意岔开话题,0,1,0,0,0,0
你管我是不是，没意思,故意岔开话题,0,1,0,0,0,0
你管我是不是阿,故意岔开话题,0,1,0,0,0,0
你管我是不是啊,故意岔开话题,0,1,0,0,0,0
你管我是不是吧,故意岔开话题,0,1,0,0,0,0
你管我是不是嗯,故意岔开话题,0,1,0,0,0,0
你管我是不是哈,故意岔开话题,0,1,0,0,0,0
你管我是不是哈哈哈,故意岔开话题,0,1,0,0,0,0
你管我是不是了,故意岔开话题,0,1,0,0,0,0
你管我是不是没意思,故意岔开话题,0,1,0,0,0,0
你管我是不是者,故意岔开话题,0,1,0,0,0,0
你管我是谁,故意岔开话题,0,1,0,0,0,0
你管我谁,故意岔开话题,0,1,0,0,0,0
你龟儿子吃饱了所,故意岔开话题,0,0,0,0,0,0
你还是挂电话吧,故意岔开话题,0,1,1,0,0,0
你觉得啦。,故意岔开话题,0,0,0,0,0,0
你觉得呢,故意岔开话题,0,0,0,0,0,0
你觉得我是，我就是呗,故意岔开话题,0,0,0,0,0,0
你觉得我是不是呢？,故意岔开话题,0,0,0,0,0,0
你们不要打了，这个电话不用了,故意岔开话题,0,1,1,0,0,0
你们哪里啊，怎么总骚扰我啊,故意岔开话题,0,1,1,0,0,0
你们一天闲得慌啊，天天打骚扰电话来！,故意岔开话题,0,1,1,0,0,0
你们真烦,故意岔开话题,0,1,1,0,0,0
你脑残啊,故意岔开话题,0,0,0,0,0,0
你脑子被驴踢了吧,故意岔开话题,0,0,0,0,0,0
你脑子进水了,故意岔开话题,0,0,0,0,0,0
你去猜吧,故意岔开话题,0,0,0,0,0,0
你认为呢,故意岔开话题,0,0,0,0,0,0
你神经病吧,故意岔开话题,0,0,0,0,0,0
你生的儿子没屁眼儿,故意岔开话题,0,0,0,0,0,0
你是不是吃饱了没事干,故意岔开话题,0,0,0,0,0,0
你是不是有病啊！,故意岔开话题,0,0,0,0,0,0
你是不是有病呀,故意岔开话题,0,0,0,0,0,0
你是不是有病呀，没意思,故意岔开话题,0,0,0,0,0,0
你是不是有病呀阿,故意岔开话题,0,0,0,0,0,0
你是不是有病呀吧,故意岔开话题,0,0,0,0,0,0
你是不是有病呀嗯,故意岔开话题,0,0,0,0,0,0
你是不是有病呀哈哈哈,故意岔开话题,0,0,0,0,0,0
你是不是有病呀没意思,故意岔开话题,0,0,0,0,0,0
你是不是有病呀者,故意岔开话题,0,0,0,0,0,0
你是猪么怎么理解不了我的意思呀,故意岔开话题,0,0,0,0,0,0
你睡觉没睡醒吧,故意岔开话题,0,0,0,0,0,0
你说呢,故意岔开话题,0,0,0,0,0,0
你说呢？,故意岔开话题,0,0,0,0,0,0
你说什么，你再敢说一次，看我弄死你不,故意岔开话题,0,0,0,0,0,0
你说我认不认识,故意岔开话题,0,0,0,0,0,0
你说我是不是,故意岔开话题,0,0,0,0,0,0
你说我是不是？,故意岔开话题,0,0,0,0,0,0
你说我是还是不是呢,故意岔开话题,0,0,0,0,0,0
你说我是谁,故意岔开话题,0,0,0,0,0,0
你他妈说啊,故意岔开话题,0,0,0,0,0,0
你听我声音像不像呢？,故意岔开话题,0,0,0,0,0,0
你头被门夹了哇？,故意岔开话题,0,0,0,0,0,0
你问这个问题是不是弱智,故意岔开话题,0,0,0,0,0,0
你晓不晓得，听到你的声音我就想打干呕,故意岔开话题,0,0,0,0,0,0
你信不信我弄死你,故意岔开话题,0,0,0,0,0,0
你有病啊,故意岔开话题,0,0,0,0,0,0
你有病哇,故意岔开话题,0,0,0,0,0,0
你有点儿讨厌,故意岔开话题,0,0,0,0,0,0
你有毛病哦,故意岔开话题,0,0,0,0,0,0
你有没有礼貌哟,故意岔开话题,0,0,0,0,0,0
你又是老几，你不说我为啥要说,故意岔开话题,0,0,0,0,0,0
你语文老师谁教的？听不懂人话吗？,故意岔开话题,0,0,0,0,0,0
你再打骚扰电话，我要把你加入黑名单,故意岔开话题,0,0,0,0,0,0
你找骂是不是,故意岔开话题,0,0,0,0,0,0
你这是已经是骚扰了，你在骚扰我我要报警了,故意岔开话题,0,0,0,0,0,0
你走开,故意岔开话题,0,0,0,0,0,0
爬,故意岔开话题,0,0,0,0,0,0
爬开,故意岔开话题,0,0,0,0,0,0
爬哟,故意岔开话题,0,0,0,0,0,0
爬远点,故意岔开话题,0,0,0,0,0,0
凭什么回答你,故意岔开话题,0,1,1,0,0,0
去死吧,故意岔开话题,0,0,0,0,0,0
去一班玩去,故意岔开话题,0,0,0,0,0,0
让客服给我道歉,故意岔开话题,0,0,0,0,0,0
认不认识跟你有半毛钱关系,故意岔开话题,0,0,0,0,0,0
认不认识跟你有什么关系,故意岔开话题,0,0,0,0,0,0
认不认识管你什么事,故意岔开话题,0,0,0,0,0,0
认不认识和你没关,故意岔开话题,0,0,0,0,0,0
认不认识和你有毛关系,故意岔开话题,0,0,0,0,0,0
认不认识你关你好多事？,故意岔开话题,0,0,0,0,0,0
认识他或不认识他跟你有半毛钱的关系,故意岔开话题,0,0,0,0,0,0
认识他或不认识他跟你有什么关系,故意岔开话题,0,0,0,0,0,0
认识他或不认识他又什么区别,故意岔开话题,0,0,0,0,0,0
认识又怎么样,故意岔开话题,0,0,0,0,0,0
认识与否，我就在这里，你还能那我咋地,故意岔开话题,0,0,0,0,0,0
认识怎么样不认识又怎么样,故意岔开话题,0,0,0,0,0,0
认识怎么样不认识又怎么样，烦求得很,故意岔开话题,0,0,0,0,0,0
日你大爷,故意岔开话题,0,0,0,0,0,0
日你妈,故意岔开话题,0,0,0,0,0,0
日你祖宗,故意岔开话题,0,0,0,0,0,0
弱智,故意岔开话题,0,0,0,0,0,0
骚包,故意岔开话题,0,0,0,0,0,0
啥子才告诉你,故意岔开话题,0,0,0,0,0,0
傻逼,故意岔开话题,0,0,0,0,0,0
少来烦我，有病啊,故意岔开话题,0,0,0,0,0,0
什么？搞不懂。莫惹我,故意岔开话题,0,0,0,0,0,0
什么玩意儿,故意岔开话题,0,0,0,0,0,0
