文本,类别
公司倒闭,故意岔开话题
逾期多久了,故意岔开话题
被人坑,故意岔开话题
哎呀，我忘了,故意岔开话题
我不知道朋友钱给不给我,故意岔开话题
父母生病了，花了好多钱,故意岔开话题
在路上,故意岔开话题
在卖车,故意岔开话题
你嗯呢给我道歉,故意岔开话题
确定可以处理吗？,故意岔开话题
进监狱了,故意岔开话题
诚意,故意岔开话题
你最近遇到什么事情了,故意岔开话题
在打官司,故意岔开话题
等他还了我就还,故意岔开话题
坐牢刚出来,故意岔开话题
家人生病,故意岔开话题
