文本,类别,Idclassfier,ifknowdebtor,causedebt,willingtopay,cutdebt,installation,setdueday,对策
吃过饭再说,请求等下打来,0,0,0,0,0,0,0,之后重新打
吃饭,请求等下打来,0,0,0,0,0,0,0,之后重新打
吵死了,请求等下打来,0,0,0,0,0,0,0,之后重新打
厂里机器吵,请求等下打来,0,0,0,0,0,0,0,之后重新打
不好意思。现在没空,请求等下打来,0,0,0,0,0,0,0,之后重新打
不好意思，我在上班，,请求等下打来,0,0,0,0,0,0,0,之后重新打
不好意思，我不方便。,请求等下打来,0,0,0,0,0,0,0,之后重新打
不方便一会打给你,请求等下打来,0,0,0,0,0,0,0,之后重新打
不方便说话,请求等下打来,0,0,0,0,0,0,0,之后重新打
不方便接听,请求等下打来,0,0,0,0,0,0,0,之后重新打
不方便接电话,请求等下打来,0,0,0,0,0,0,0,之后重新打
不方便，不能接电,请求等下打来,0,0,0,0,0,0,0,之后重新打
不方便,请求等下打来,0,0,0,0,0,0,0,之后重新打
ok等下,请求等下打来,0,0,0,0,0,0,0,之后重新打
2小时之后你联系我,请求等下打来,0,0,0,0,0,0,0,之后重新打
10分钟打过来,请求等下打来,0,0,0,0,0,0,0,之后重新打
好了，我知道了，我会处理的,模糊确认,1,1,0,0,0,0,0,强硬施压
好了,模糊确认,1,1,0,0,0,0,0,强硬施压
好就这样,模糊确认,1,1,0,0,0,0,0,强硬施压
好好好,模糊确认,1,1,0,0,0,0,0,强硬施压
好的呢,模糊确认,1,1,0,0,0,0,0,强硬施压
好的，知道了,模糊确认,1,1,0,0,0,0,0,强硬施压
好的，我知道了,模糊确认,1,1,0,0,0,0,0,强硬施压
好的，好的，好的,模糊确认,1,1,0,0,0,0,0,强硬施压
好的，放心,模糊确认,1,1,0,0,0,0,0,强硬施压
好的,模糊确认,1,1,0,0,0,0,0,强硬施压
好吧,模糊确认,1,1,0,0,0,0,0,强硬施压
好，我知道了,模糊确认,1,1,0,0,0,0,0,强硬施压
行我会想办法的,模糊确认,1,1,0,0,0,0,0,强硬施压
行你放心,模糊确认,1,1,0,0,0,0,0,强硬施压
行没问题,模糊确认,1,1,0,0,0,0,0,强硬施压
行了,模糊确认,1,1,0,0,0,0,0,强硬施压
行的，可以,模糊确认,1,1,0,0,0,0,0,强硬施压
行吧，想办法,模糊确认,1,1,0,0,0,0,0,强硬施压
行，知道了,模糊确认,1,1,0,0,0,0,0,强硬施压
行，行，行,模糊确认,1,1,0,0,0,0,0,强硬施压
行,模糊确认,1,1,0,0,0,0,0,强硬施压
怎么了？,回问身份,0,0,1,1,1,1,1,身份回答并重复问题
怎么了,回问身份,0,0,1,1,1,1,1,身份回答并重复问题
怎么啦,回问身份,0,0,1,1,1,1,1,身份回答并重复问题
怎么会这样啊,回问身份,0,0,1,1,1,1,1,身份回答并重复问题
咋了？,回问身份,0,0,1,1,1,1,1,身份回答并重复问题
咋啦,回问身份,0,0,1,1,1,1,1,身份回答并重复问题
咋地了？,回问身份,0,0,1,1,1,1,1,身份回答并重复问题
咋的了,回问身份,0,0,1,1,1,1,1,身份回答并重复问题
有事吗,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
有事,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
有时快说我有事,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
有什么事直说,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
有什么事情吗？,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
有什么事情,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
有什么事,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
有啥子事,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
有屁快放！,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
有话快说,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
兄弟你谁啊,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
我怎么相信你啊,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
我为什么要告诉你啊,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
我为什么要告诉你,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
我认识你么,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
为什么要告诉你啊,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
为什么要告诉你,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
谁啊,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
谁？,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
谁,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
是谁雇你打电话的,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
什么是，跟我说,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
什么事说,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
什么事情啊,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
什么事情,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
什么事啊,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
什么事？,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
什么事，你打错了,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
什么事,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
什么情况,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
什么鬼？,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
什么鬼,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
啥子，哪个？,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
啥？哪个喃？,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
你这是什么电话打过来的,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
你这个号码打过来怎么是显示骚扰电话,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
你怎么知道我电话,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
你怎么打我电话啊,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
你在为谁工作,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
你在哪里打的电话,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
你有什么事情,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
你有什么事,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
你有男朋友不,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
你要做什么,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
你要爪子？,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
你要干啥,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
你要干嘛？,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
你要干嘛,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
你想找谁,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
你想干什么,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
你想干啥,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
你想干嘛,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
你想表达什么？,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
你先说你有什么事，我在告诉你。,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
你先说你谁啊,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
你先说你是干嘛的,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
你问我干嘛,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
你说，什么事,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
你谁啊不认识,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
你谁啊？,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
你谁啊！我不跟第三方联系,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
你谁啊,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
你是做什么的,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
你是诈骗的吧,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
你是推销保险的吧,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
你是谁呀,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
你是谁啊,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
你是谁？我干嘛听你的,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
你是谁？你为什么有我的电话？,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
你是谁？你从哪里得到我的电话的？,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
你是谁？,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
你是谁，在说什么,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
你是谁,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
你是哪位啊？,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
你是哪里人,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
你是哪里,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
你是哪个喃？,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
你是哪个嘛？,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
你是哪个,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
你是哪的,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
你是干什么的,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
你是干嘛的,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
你是？,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
你哪位啊,回问身份,0,0,1,1,1,1,1,身份回答并重复问题
你哪位,回问身份,0,0,1,1,1,1,1,身份回答并重复问题
你哪里的啊？打我电话干嘛啊,回问身份,0,0,1,1,1,1,1,身份回答并重复问题
你哪里的,回问身份,0,0,1,1,1,1,1,身份回答并重复问题
你哪来的这个电话？,回问身份,0,0,1,1,1,1,1,身份回答并重复问题
你们谁呀,回问身份,0,0,1,1,1,1,1,身份回答并重复问题
你们干嘛的,回问身份,0,0,1,1,1,1,1,身份回答并重复问题
你们干嘛,回问身份,0,0,1,1,1,1,1,身份回答并重复问题
你干啥,回问身份,0,0,1,1,1,1,1,身份回答并重复问题
你干嘛总打我电话,回问身份,0,0,1,1,1,1,1,身份回答并重复问题
你干嘛的啊,回问身份,0,0,1,1,1,1,1,身份回答并重复问题
你干嘛打我电话,回问身份,0,0,1,1,1,1,1,身份回答并重复问题
你干嘛,回问身份,0,0,1,1,1,1,1,身份回答并重复问题
你到底是谁,回问身份,0,0,1,1,1,1,1,身份回答并重复问题
你打我电话有什么事？,回问身份,0,0,1,1,1,1,1,身份回答并重复问题
那位,回问身份,0,0,1,1,1,1,1,身份回答并重复问题
干啥啊,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
干嘛有什么事说,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
干嘛什么事快说,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
干嘛？,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
啊什么你说什么,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
啊什么,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
啊你是谁啊你找哪个,回问身份,0,0,0,1,1,1,1,身份回答并重复问题
转账,还款方式,1,1,0,0,0,0,0,告知还款方式
转账,还款方式,1,1,0,0,0,0,0,告知还款方式
你给我一个对公账户,还款方式,1,1,0,0,0,0,0,告知还款方式
你把账号给我,还款方式,1,1,0,0,0,0,0,告知还款方式
APP上不去怎么还,还款方式,1,1,0,0,0,0,0,告知还款方式
APP登录不上,还款方式,1,1,0,0,0,0,0,告知还款方式
坐牢了,故意岔开话题,0,0,0,0,0,0,0,强硬施压
坐牢了,故意岔开话题,0,0,0,0,0,0,0,强硬施压
坐牢才出来,故意岔开话题,0,0,0,0,0,0,0,强硬施压
最近天天下雨吗,故意岔开话题,0,0,0,0,0,0,0,强硬施压
最近他有没有和你联系啊,故意岔开话题,0,0,0,0,0,0,0,强硬施压
最近生意好吗,故意岔开话题,0,0,0,0,0,0,0,强硬施压
装傻就挂断,故意岔开话题,0,0,0,0,0,0,0,强硬施压
住房公积金能不能取出来,故意岔开话题,0,0,0,0,0,0,0,强硬施压
只能给你,故意岔开话题,0,0,0,0,0,0,0,强硬施压
真凉快,故意岔开话题,0,0,0,0,0,0,0,强硬施压
这是我号码看清楚在打,故意岔开话题,0,0,0,0,0,0,0,强硬施压
这人怎么了,故意岔开话题,0,0,0,0,0,0,0,强硬施压
这人是干什么的,故意岔开话题,0,0,0,0,0,0,0,强硬施压
这里有饭要吃吗,故意岔开话题,0,0,0,0,0,0,0,强硬施压
这里的风景真好,故意岔开话题,0,0,0,0,0,0,0,强硬施压
长头发短头发？,故意岔开话题,0,0,0,0,0,0,0,强硬施压
张三是谁啊,故意岔开话题,0,0,0,0,0,0,0,强硬施压
张三是谁？,故意岔开话题,0,0,0,0,0,0,0,强硬施压
张三是谁、,故意岔开话题,0,0,0,0,0,0,0,强硬施压
怎么有人起这种名字呢,故意岔开话题,0,0,0,0,0,0,0,强硬施压
早点回家,故意岔开话题,0,0,0,0,0,0,0,强硬施压
在海里,故意岔开话题,0,0,0,0,0,0,0,强硬施压
在放牧,故意岔开话题,0,0,0,0,0,0,0,强硬施压
在打猎,故意岔开话题,0,0,0,0,0,0,0,强硬施压
在船上,故意岔开话题,0,0,0,0,0,0,0,强硬施压
在草原,故意岔开话题,0,0,0,0,0,0,0,强硬施压
雨下太大，没法去处理,故意岔开话题,0,0,0,0,0,0,0,强硬施压
雨太大了,故意岔开话题,0,0,0,0,0,0,0,强硬施压
雨太大,故意岔开话题,0,0,0,0,0,0,0,强硬施压
又下大雨了,故意岔开话题,0,0,0,0,0,0,0,强硬施压
有人喊我,故意岔开话题,0,0,0,0,0,0,0,强硬施压
有答案,故意岔开话题,0,0,0,0,0,0,0,强硬施压
一定会处理好的,故意岔开话题,0,0,0,0,0,0,0,强硬施压
一定处理,故意岔开话题,0,0,0,0,0,0,0,强硬施压
要不我们聊聊别的,故意岔开话题,0,0,0,0,0,0,0,强硬施压
杨颖，咋是你呢？,故意岔开话题,0,0,0,0,0,0,0,强硬施压
阳光好好,故意岔开话题,0,0,0,0,0,0,0,强硬施压
谢谢你,故意岔开话题,0,0,0,0,0,0,0,强硬施压
谢谢，我不需要,故意岔开话题,0,0,0,0,0,0,0,强硬施压
谢谢,故意岔开话题,0,0,0,0,0,0,0,强硬施压
小丽，咋是你呢？,故意岔开话题,0,0,0,0,0,0,0,强硬施压
小姐姐你吃过没,故意岔开话题,0,0,0,0,0,0,0,强硬施压
小姐姐不要害羞吗,故意岔开话题,0,0,0,0,0,0,0,强硬施压
下雨呢,故意岔开话题,0,0,0,0,0,0,0,强硬施压
下雨了,故意岔开话题,0,0,0,0,0,0,0,强硬施压
嘻嘻,故意岔开话题,0,0,0,0,0,0,0,强硬施压
我怎么说。,故意岔开话题,0,0,0,0,0,0,0,强硬施压
我贼帅,故意岔开话题,0,0,0,0,0,0,0,强硬施压
我心情不好,故意岔开话题,0,0,0,0,0,0,0,强硬施压
我现在心情不好,故意岔开话题,0,0,0,0,0,0,0,强硬施压
我帅的不要不要的,故意岔开话题,0,0,0,0,0,0,0,强硬施压
我是最帅的,故意岔开话题,0,0,0,0,0,0,0,强硬施压
我是喜欢你,故意岔开话题,0,0,0,0,0,0,0,强硬施压
我是天下无敌超级无敌非常帅,故意岔开话题,0,0,0,0,0,0,0,强硬施压
我是天下第一帅,故意岔开话题,0,0,0,0,0,0,0,强硬施压
我是大帅哥,故意岔开话题,0,0,0,0,0,0,0,强硬施压
我骗你什么,故意岔开话题,0,0,0,0,0,0,0,强硬施压
我老帅了,故意岔开话题,0,0,0,0,0,0,0,强硬施压
我好帅,故意岔开话题,0,0,0,0,0,0,0,强硬施压
我好man啊,故意岔开话题,0,0,0,0,0,0,0,强硬施压
我刚买的,故意岔开话题,0,0,0,0,0,0,0,强硬施压
我吃过午饭了,故意岔开话题,0,0,0,0,0,0,0,强硬施压
我吃饭了，你自言自语吧,故意岔开话题,0,0,0,0,0,0,0,强硬施压
我不要买什么产品,故意岔开话题,0,0,0,0,0,0,0,强硬施压
我不买房,故意岔开话题,0,0,0,0,0,0,0,强硬施压
我不开心,故意岔开话题,0,0,0,0,0,0,0,强硬施压
哇哇那件衣服好好看,故意岔开话题,0,0,0,0,0,0,0,强硬施压
天上下雨了,故意岔开话题,0,0,0,0,0,0,0,强硬施压
天气真好,故意岔开话题,0,0,0,0,0,0,0,强硬施压
天气怎样啊,故意岔开话题,0,0,0,0,0,0,0,强硬施压
天气怎样,故意岔开话题,0,0,0,0,0,0,0,强硬施压
天气怎么样啊,故意岔开话题,0,0,0,0,0,0,0,强硬施压
天气怎么样,故意岔开话题,0,0,0,0,0,0,0,强硬施压
天气我怎样,故意岔开话题,0,0,0,0,0,0,0,强硬施压
天气如何啊？,故意岔开话题,0,0,0,0,0,0,0,强硬施压
天气很好呀,故意岔开话题,0,0,0,0,0,0,0,强硬施压
天气很好,故意岔开话题,0,0,0,0,0,0,0,强硬施压
天气好,故意岔开话题,0,0,0,0,0,0,0,强硬施压
天气不错,故意岔开话题,0,0,0,0,0,0,0,强硬施压
天气,故意岔开话题,0,0,0,0,0,0,0,强硬施压
提债挂,故意岔开话题,0,0,0,0,0,0,0,强硬施压
提现,故意岔开话题,0,0,0,0,0,0,0,强硬施压
提名挂！,故意岔开话题,0,0,0,0,0,0,0,强硬施压
提名挂,故意岔开话题,0,0,0,0,0,0,0,强硬施压
太阳太大了,故意岔开话题,0,0,0,0,0,0,0,强硬施压
太阳好大啊,故意岔开话题,0,0,0,0,0,0,0,强硬施压
他死了不要再打电话了,故意岔开话题,0,0,0,0,0,0,0,强硬施压
他死了,故意岔开话题,0,0,0,0,0,0,0,强硬施压
他是做什么的,故意岔开话题,0,0,0,0,0,0,0,强硬施压
他是谁啊,故意岔开话题,0,0,0,0,0,0,0,强硬施压
他是哪里人,故意岔开话题,0,0,0,0,0,0,0,强硬施压
他是哪里的啊,故意岔开话题,0,0,0,0,0,0,0,强硬施压
他是哪个地方人啊,故意岔开话题,0,0,0,0,0,0,0,强硬施压
他失踪了,故意岔开话题,0,0,0,0,0,0,0,强硬施压
他哪里的？,故意岔开话题,0,0,0,0,0,0,0,强硬施压
他没在这里,故意岔开话题,0,0,0,0,0,0,0,强硬施压
他没有联系你吗,故意岔开话题,0,0,0,0,0,0,0,强硬施压
他出去了,故意岔开话题,0,0,0,0,0,0,0,强硬施压
他才出去,故意岔开话题,0,0,0,0,0,0,0,强硬施压
他不在家,故意岔开话题,0,0,0,0,0,0,0,强硬施压
他不在出去了,故意岔开话题,0,0,0,0,0,0,0,强硬施压
他不在，有什么事等他回来的吧,故意岔开话题,0,0,0,0,0,0,0,强硬施压
他不在,故意岔开话题,0,0,0,0,0,0,0,强硬施压
他不在,故意岔开话题,0,0,0,0,0,0,0,强硬施压
他本人不在,故意岔开话题,0,0,0,0,0,0,0,强硬施压
随缘,故意岔开话题,0,0,0,0,0,0,0,强硬施压
手机是我捡到的,故意岔开话题,0,0,0,0,0,0,0,强硬施压
失踪了,故意岔开话题,0,0,0,0,0,0,0,强硬施压
什么样,故意岔开话题,0,0,0,0,0,0,0,强硬施压
什么颜色的衣服,故意岔开话题,0,0,0,0,0,0,0,强硬施压
什么时候没有联系啊,故意岔开话题,0,0,0,0,0,0,0,强硬施压
深井冰,故意岔开话题,0,0,0,0,0,0,0,强硬施压
上面有答案,故意岔开话题,0,0,0,0,0,0,0,强硬施压
上方有答案,故意岔开话题,0,0,0,0,0,0,0,强硬施压
上方有,故意岔开话题,0,0,0,0,0,0,0,强硬施压
上方第三题答案,故意岔开话题,0,0,0,0,0,0,0,强硬施压
人太多了,故意岔开话题,0,0,0,0,0,0,0,强硬施压
人事会给你解释,故意岔开话题,0,0,0,0,0,0,0,强硬施压
人品不好,故意岔开话题,0,0,0,0,0,0,0,强硬施压
人不在,故意岔开话题,0,0,0,0,0,0,0,强硬施压
前面那条狗好可爱,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你找错了,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你一月挣多少,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你一小时挣多少,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你一小时接待多少客人？,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你一天挣多少,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你喜不喜欢我,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你说啥？？我不办贷款,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你是，今天天气么,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你声音挺好听的,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你声音好好听,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你生活咋样？,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你上班累不,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你去看电影了吗,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你去超市吗,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你们是同事吧,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你们是啥关系,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你们能拿多少钱工资啊,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你们吃饭了吗,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你妹妹咋样？,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你吗关系很好吧,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你妈妈咋样？,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你累不累呀,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你老婆咋样？,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你困不困,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你看我咋样,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你今天上边没,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你觉得我是不是,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你觉得我认识吗,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你觉得是就是,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你加我微信说吧,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你急啥啊,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你回家了吗,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你后天处理吗,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你好吗？,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你好可爱,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你好,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你还没下班,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你工作咋样？,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你跟我讲一下他的外号说名字我想不起来,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你给我好处我就告诉你,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你发工资了没有,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你大舅咋样？,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你大舅妈咋样？,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你打错了,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你吃爽了吗,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你吃了没,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你吃了吗,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你吃嗨了吗,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你吃够了吗,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你吃饭没有,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你吃饭了没,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你吃饭了么,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你吃饭了吗；w,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你吃饭了吗,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你吃东西了吗,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你吃的多吗,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你吃大了吗,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你吃臭臭了吗,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你吃粑粑了吗,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你吃**了吗,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你吵到我睡觉了,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你猜我是不是呀,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你猜我是不是的啊,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你猜我是不是本人，,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你猜我是不是啊,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你猜我是不是！,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你猜我是不是,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你猜我认不认识,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你猜我还不还,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你猜是不是啊,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你猜猜看，猜出来有钱给你,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你猜猜看,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你猜啊,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你猜,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你被逮捕了,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你帮我带一句话给他,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你爸爸咋样啦？,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你7号处理吗,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你6号处理吗,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你5号处理吗,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你4号处理吗,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你3号处理吗,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你2好处理吗,故意岔开话题,0,0,0,0,0,0,0,强硬施压
你1号处理吗,故意岔开话题,0,0,0,0,0,0,0,强硬施压
能用的钱有多少,故意岔开话题,0,0,0,0,0,0,0,强硬施压
能不能换个女的来,故意岔开话题,0,0,0,0,0,0,0,强硬施压
内谁啊,故意岔开话题,0,0,0,0,0,0,0,强硬施压
那个张三？,故意岔开话题,0,0,0,0,0,0,0,强硬施压
那猜我是不是啊,故意岔开话题,0,0,0,0,0,0,0,强硬施压
摩托,故意岔开话题,0,0,0,0,0,0,0,强硬施压
明天天气很好,故意岔开话题,0,0,0,0,0,0,0,强硬施压
明白,故意岔开话题,0,0,0,0,0,0,0,强硬施压
没到位,故意岔开话题,0,0,0,0,0,0,0,强硬施压
刘德发,故意岔开话题,0,0,0,0,0,0,0,强硬施压
领导来了,故意岔开话题,0,0,0,0,0,0,0,强硬施压
莉莉，咋是你呢？,故意岔开话题,0,0,0,0,0,0,0,强硬施压
丽丽，咋是你呢？,故意岔开话题,0,0,0,0,0,0,0,强硬施压
了解,故意岔开话题,0,0,0,0,0,0,0,强硬施压
拉黑,故意岔开话题,0,0,0,0,0,0,0,强硬施压
快涨工资,故意岔开话题,0,0,0,0,0,0,0,强硬施压
快结束了,故意岔开话题,0,0,0,0,0,0,0,强硬施压
看不到,故意岔开话题,0,0,0,0,0,0,0,强硬施压
开玩笑,故意岔开话题,0,0,0,0,0,0,0,强硬施压
开车了不知道,故意岔开话题,0,0,0,0,0,0,0,强硬施压
进传销了,故意岔开话题,0,0,0,0,0,0,0,强硬施压
今天有点热,故意岔开话题,0,0,0,0,0,0,0,强硬施压
今天有点冷,故意岔开话题,0,0,0,0,0,0,0,强硬施压
今天下雨了,故意岔开话题,0,0,0,0,0,0,0,强硬施压
今天我很帅,故意岔开话题,0,0,0,0,0,0,0,强硬施压
今天我还不了,故意岔开话题,0,0,0,0,0,0,0,强硬施压
今天外面居然下雨了,故意岔开话题,0,0,0,0,0,0,0,强硬施压
