from,label,original_label,original_text,new_label
确认数额,2,102,应该没有这么多吧,1
讨价还价,2,100,我想办法,1
讨价还价,2,100,钱没有到账,1
Installment,1,,我有十块钱，你要不？,1
Installment,1,,在说把,1
Installment,1,,可以,0
Installment,0,,多少,106
Installment,1,,朋友钱没给我,1
Installment,1,,这个时间内，问题大了,1
模糊确认,2,106,考虑一下,1
Installment,0,,钱到账,0
讨价还价,2,100,等下个月发工资,1
请求重复,2,103,信号不少，稍等,2
请求等下打来,2,104,等会就好,0
Installment,0,,在提现,0
还款方式,2,108,银行转账嘛,2
Installment,0,,我钱够,0
Installment,1,,在国外,1
模糊确认,2,106,行了,2
讨价还价,2,100,到时候尽量处理点,1
Installment,0,,我想想办法吧,1
Installment,1,,听不见,103
讨价还价,2,100,我工程款下来处理,1
讨价还价,2,100,5号可能发工资,1
Installment,0,,说定喽,0
Installment,1,,我再高速上，过段时间再说,104
请求等下打来,2,104,等我下班就去还,0
Installment,0,,我在借钱,1
Installment,1,,如果还能减免一些，我考虑下,100
Installment,1,,我知道了,106
Installment,0,,明天的,0
Installment,1,,银行没开门,1
Installment,0,,我看能不能预支工资,1
Installment,0,,不认识,1
Installment,0,,剩下部分能不能延期长一点,100
Installment,0,,等有钱,1
Installment,1,,老板拖欠工资，说下个月一起发,1
Installment,1,,你要给我时间去借啊！,1
模糊确认,2,106,行你放心,0
Installment,0,,现在在弄,0
Installment,0,,你信息我,105
讨价还价,2,100,我可以再分期还不？,2
Installment,0,,在借钱,1
讨价还价,2,100,我跟借一下,1
Installment,1,,处理好了联系你,1
Installment,1,,钱还没到位,1
模糊确认,2,106,可以吧,2
Installment,1,,给你发点红包,1
请求等下打来,2,104,我现在有点事,1
Installment,0,,APP还款,0
Installment,1,,钱到就还,1
讨价还价,2,100,我尽量哈,2
讨价还价,2,100,贷款还没下来,1
Installment,0,,那你帮我申请延期吧,111
讨价还价,2,100,得不得影响个人征信,111
Installment,0,,我还了之后你得帮我延期啊,111
Installment,1,,你先申请下来再说,111
Installment,0,,出示延期材料,111
Installment,1,,申请一下,111
讨价还价,2,100,减了以后还吧,111
