from,label,original_label,original_text,new_label,
CutDebt,1,,我只有下个月还了,0,
Installment,0,,先分期,100,
确认数额,2,102,你们高利贷,1,
CutDebt,1,,别人钱木有还款,1,
Installment,0,,明天可以吗,0,
模糊确认,2,106,我知道了,2,
确认数额,2,102,利息高啊？,1,
故意岔开话题,2,109,不知道,1,
CutDebt,1,,随便你怎么弄,1,
讨价还价,2,100,我朋友钱没还给我,1,
故意岔开话题,2,109,天天催啥子嘛！没得钱还！,1,
模糊确认,2,106,看情况吧,2,
讨价还价,2,100,我没准备好还,1,
讨价还价,2,100,可以在少点,2,
CutDebt,1,,如果老板不拖欠马上还,1,
CutDebt,1,,给我一个星期我想办法,1,
模糊确认,2,106,28号才能发工资,2,
讨价还价,2,100,等老婆拨款,106,
CutDebt,1,,在找父母要,1,
讨价还价,2,100,给我考虑下,106,
CutDebt,1,,不能保证处理掉,1,
Installment,0,,知道了,106,
请求等下打来,2,104,等我半小时,104,
讨价还价,2,100,在想想办法吧,106,
模糊确认,2,106,我知道了,106,
请求等下打来,2,104,等等就处理,0,
CutDebt,1,,不要,1,
讨价还价,2,100,工程款没到手了。,1,
讨价还价,2,100,我和朋友借一下,1,
CutDebt,1,,我看看吧不能保证,106,
讨价还价,2,100,我有钱就去还,1,
CutDebt,1,,你们爱起诉起诉,1,
请求更新金额,2,110,把APP金额减了我等下自己还,2,
CutDebt,1,,老板钱没拿到，不确定什么发工资,1,
CutDebt,1,,过一段时间,1,
模糊确认,2,106,明天再说吧,104,
故意岔开话题,2,109,嫩瞎扯淡,1,
模糊确认,2,106,非常感谢,2,
讨价还价,2,100,还欠我钱,1,
模糊确认,2,106,好的，我再想想,2,
CutDebt,1,,怎么可能,1,
故意岔开话题,2,109,做梦去吧。,1,
CutDebt,1,,利息没多少,1,
讨价还价,2,100,本金,1,
CutDebt,0,,我有钱了,106,
模糊确认,2,106,想办法,2,
CutDebt,1,,我在加班,104,
模糊确认,2,106,有钱就还,2,
讨价还价,2,100,家里有事，暂时没钱。,1,
模糊确认,2,106,我现在回家拿钱,0,
模糊确认,2,106,我去想想办法,2,
CutDebt,1,,我尽量催一下某某朋友！,1,
CutDebt,1,,可以减了我就处理,110,
CutDebt,1,,等等,104,
CutDebt,1,,快点来，都快收不了啦,109,
Installment,0,,行，也行吧,0,
CutDebt,1,,家人生病了,1,
CutDebt,1,,我再考虑下吧,106,
讨价还价,2,100,人家不一定借给我,1,
CutDebt,1,,等我下班,0,
CutDebt,1,,我想还没有钱,1,
讨价还价,2,100,到时候再说,1,
CutDebt,1,,等一下,104,
讨价还价,2,100,看看再说,106,
CutDebt,1,,不认识,1,
CutDebt,1,,滚,1,
CutDebt,1,,我不清楚,1,
CutDebt,0,,好的你申请吧,110,
模糊确认,2,106,本来利息就太高了,2,
CutDebt,0,,减免下来处理,110,
CutDebt,1,,我尽量,106,
Installment,0,,后天,0,
CutDebt,1,,没减好多，我再看看嘛,106,
CutDebt,0,,相信我,106,
讨价还价,2,100,能不能在少点,2,
讨价还价,2,100,能不能再少点,2,
故意岔开话题,2,109,最近生意好吗,2,
讨价还价,2,100,银行已经关门，我过段时间在处理，,1,
CutDebt,1,,我现在资金有点周转不开啊,1,
Installment,0,,可以，你到时候直接查账单,0,
讨价还价,2,100,我在等发工资,1,
讨价还价,2,100,家里有事,1,
讨价还价,2,100,多给点时间，我先还一部分,2,
请求重复,2,103,我没有听清池,2,
故意岔开话题,2,109,地震得好厉害，好厉害，好晃动！,2,
讨价还价,2,100,你减免了我看看,110,
讨价还价,2,100,剩下部分能不能延期长一点,2,
Installment,0,,知道了,106,
CutDebt,0,,下高速去存,0,
CutDebt,1,,我今天没借到钱,1,
讨价还价,2,100,我去凑,106,
CutDebt,1,,明天再说,104,
讨价还价,2,100,还可以，减免能帮我再多申请点嘛,2,
CutDebt,1,,高抬贵手,109,
CutDebt,1,,等我有钱的,1,
Installment,0,,后天,0,
讨价还价,2,100,再给我少点钱嘛，邛,2,
CutDebt,1,,等我有钱了会还清全款的,1,
CutDebt,1,,请恕我无能为力,1,
CutDebt,1,,我在外面欠的太多了,1,
CutDebt,1,,这样啊,106,
故意岔开话题,2,109,下午,0,
模糊确认,2,106,钱刚好够,0,
CutDebt,1,,你等等,104,
CutDebt,1,,工资还没发了,1,
CutDebt,1,,你帮我我会感激你一辈子,1,
CutDebt,1,,我现在没能力,1,
CutDebt,1,,你跟某某某联系，我跟他说好了,1,
确认数额,2,102,多半不够,1,
CutDebt,1,,到时候我自己还进去,0,
Installment,0,,下个月,0,
讨价还价,2,100,给我再想想吧,106,
CutDebt,1,,难,1,
CutDebt,1,,工地几个月才发工资,1,
模糊确认,2,106,可以,0,
确认数额,2,102,利息不可能那么多哦，你们算错没有呢？,2,
请求等下打来,2,104,稍等,2,
模糊确认,2,106,好吧,0,
模糊确认,2,106,好的呢,0,
CutDebt,0,,我明白,106,
模糊确认,2,106,过几天还,1,
讨价还价,2,100,等发了工资的,1,
CutDebt,1,,之前没钱,1,
讨价还价,2,100,钱没到账,1,
CutDebt,0,,可以，你到时候直接查账单,0,
CutDebt,0,,对于这么无理的要求，我也只能勉强接受了,0,
CutDebt,0,,确认还款方式,108,
模糊确认,2,106,好了好了,0,
讨价还价,2,100,我准备第3个月还啊,0,
Installment,0,,ojbk,0,
故意岔开话题,2,109,孩子生病了,1,
CutDebt,0,,都行,0,
CutDebt,1,,别人钱我钱，正在要钱,1,
Installment,0,,要2天,0,
CutDebt,1,,小孩这两天开学学费,1,
CutDebt,0,,马上过来拿钱,108,
讨价还价,2,100,今天一概能处理部分吧,1,
CutDebt,1,,听说本金也可以减免啊,1,
Installment,0,,知道了,106,
Installment,0,,会得，会得。,0,
CutDebt,1,,吃饭都成问题,1,
CutDebt,0,,知道了,106,
讨价还价,2,100,能不能不还利息,2,
模糊确认,2,106,我提现到账就处理,0,
CutDebt,1,,遇到困难,1,
CutDebt,1,,你不是已经说过了吗肯定会还的,1,
CutDebt,1,,不可能的,1,
CutDebt,1,,等老婆拨款,1,
CutDebt,1,,母亲住院,1,
故意岔开话题,2,109,干你们这行工资高不,2,
Installment,0,,"哦，好吧,听你的",0,
Installment,0,,我朋友明天钱给我,106,
CutDebt,1,,工资不确定发不发,1,
讨价还价,2,100,问问老婆同不同意,106,
模糊确认,2,106,我劲量吧,2,
故意岔开话题,2,109,三天时间太短了，多给我三天肯定能处理,100,
CutDebt,1,,到时间你联系我,1,
Installment,0,,应该可以，我争取还,0,
讨价还价,2,100,我去找朋友借看看,106,
CutDebt,1,,我没话费了，再见,1,
讨价还价,2,100,下个礼拜可以么我处理一点进去,0,
请求等下打来,2,104,等我好好想想再,1,
CutDebt,1,,我朋友和我一样的只还了***元,1,
故意岔开话题,2,109,我没有证明,2,
请求等下打来,2,104,马上就好,0,
故意岔开话题,2,109,花儿、花儿、慢慢落下,2,
故意岔开话题,2,109,在银行排队存钱呢,0,
故意岔开话题,2,109,再见,1,
讨价还价,2,100,明天要得不？,0,
模糊确认,2,106,行嘛，那我去借点来先还到嘛,0,
CutDebt,1,,我联系我朋友,1,
CutDebt,0,,你帮申请，申请下来立马还,110,
CutDebt,0,,嗯嗯,106,
CutDebt,1,,我现在只有这么多,1,
讨价还价,2,100,我现在没那么多,1,
CutDebt,0,,允许,0,
CutDebt,1,,我去借钱还,106,
讨价还价,2,100,朋友转过来就还上,106,
CutDebt,1,,我尽我最大努力吧,106,
CutDebt,1,,等他还了我就还,1,
CutDebt,1,,在路上,1,
CutDebt,1,,要是我还不还，是不是下次就本金减一半啊,1,
模糊确认,2,106,然后那,108,
CutDebt,1,,等以后有钱的,1,
讨价还价,2,100,我做生意失败了，现在在找工作！,1,
CutDebt,1,,没有时间,1,
CutDebt,1,,钱没到账,1,
还款方式,2,108,以前没钱，现在怎么处理,2,
CutDebt,1,,我这边在治病，没收入来源,1,
模糊确认,2,106,那就这样吧,2,
CutDebt,1,,你这简直是在为难我,1,
请求等下打来,2,104,等等在说,2,
模糊确认,2,106,抱歉,1,
讨价还价,2,100,滞纳金高,1,
讨价还价,2,100,还没借到钱。,1,
讨价还价,2,100,我觉得今天不一定有钱啊,1,
CutDebt,1,,我也想还，但我现在真的很困难,1,
讨价还价,2,100,我周转一下！,106,
还款方式,2,108,卡里有钱但是你们没扣我也没有办法还,0,
CutDebt,1,,不认识,-1,
Installment,0,,三天,0,
CutDebt,1,,能不能再优惠点嘛,100,
讨价还价,2,100,我想办法发筹钱,106,
讨价还价,2,100,工程款还没有发,1,
CutDebt,1,,钱不确定什么时候到,1,
讨价还价,2,100,过几天就处理.,1,
CutDebt,1,,没有那么多吧,102,
讨价还价,2,100,利息太高了,1,
Installment,0,,可以下个月还吗,0,
请求重复,2,103,停不到,2,
故意岔开话题,2,109,难回首,2,
讨价还价,2,100,想再减免,2,
CutDebt,0,,我知道了,106,
Installment,0,,过两天自己处理,0,
CutDebt,1,,我一定想办法,106,
还款方式,2,108,麻烦问哈有哪些方式还,2,
CutDebt,0,,过两天自己处理,106,
讨价还价,2,100,去借钱,1,
讨价还价,2,100,钱还没到位,1,
CutDebt,0,,想想办法,106,
CutDebt,0,,太好啦,0,
还款方式,2,108,把卡号发给我，,3,
CutDebt,1,,这个不是我说了算的，我也想马上还进去,2,
CutDebt,0,,我知道了,106,
CutDebt,1,,不用你说,1,
讨价还价,2,100,钱没到位,1,
模糊确认,2,106,谢谢你,2,
讨价还价,2,100,借钱再去还,1,
CutDebt,0,,知道了,106,
CutDebt,1,,骂人,1,
故意岔开话题,2,109,今生无缘，来世再见,2,
CutDebt,1,,我尽量去凑,106,
模糊确认,2,106,这几天就行,0,
故意岔开话题,2,109,不说话,1,
模糊确认,2,106,可以,0,
CutDebt,1,,我还是先处理别家的，你这太多,1,
CutDebt,1,,你是看不起我吗，还给我减免,109,
模糊确认,2,106,我尽量吧,2,
模糊确认,2,106,问朋友借把钱还了,2,
CutDebt,0,,知道了,106,
CutDebt,1,,没空,1,
CutDebt,1,,我想办法哈,106,
CutDebt,1,,你们还有没有点公德心啊，我人都快死了，你们还这样逼我，把我惹急了我传染给你信不信,1,
CutDebt,1,,还有时间,1,
CutDebt,0,,大后天,0,
CutDebt,1,,工资不高，这段时间无法处理完,1,
讨价还价,2,100,我在想想吧,106,
模糊确认,2,106,谢谢你,2,
CutDebt,0,,还嘛,0,
故意岔开话题,2,109,不在,1,
请求等下打来,2,104,我在医院我母亲生病,1,
CutDebt,1,,我想办法,106,
CutDebt,1,,换不起呀现在,1,
请求等下打来,2,104,你等等。,2,
CutDebt,1,,想都不要想,1,
CutDebt,1,,别人欠我钱在要,1,
CutDebt,1,,我找人帮帮忙,1,
讨价还价,2,100,我再想想办法吧,106,
讨价还价,2,100,我没那么多钱,1,
CutDebt,1,,我是贫困户,1,
模糊确认,2,106,放心会还,0,
CutDebt,1,,再见,1,
确认数额,2,102,你们这利息太高了,1,
讨价还价,2,100,等老婆发工资的,1,
模糊确认,2,106,我考虑下,2,
讨价还价,2,100,没那么多钱,1,
模糊确认,2,106,行的，可以,0,
请求等下打来,2,104,等等在说,2,
CutDebt,1,,时间有点紧,1,
CutDebt,1,,这个时间内，肯定有问题,1,
CutDebt,1,,别太天真了,1,
CutDebt,1,,在等法院结果,1,
讨价还价,2,100,利息太高,1,
故意岔开话题,2,109,三天内可能不得行,1,
Installment,0,,这一点我还是有的,0,
模糊确认,2,106,好的，放心,0,
请求等下打来,2,104,我没空现在,1,
CutDebt,1,,等发工资,1,
Installment,0,,我让老公打给你,1,
CutDebt,1,,处理本金,100,
讨价还价,2,100,不能再减少点么？,2,
CutDebt,1,,借借看吧,1,
讨价还价,2,100,我没有工作,1,
CutDebt,0,,好的你申请吧,110,
CutDebt,0,,明白,106,
还款方式,2,108,微信可以还款？,2,
讨价还价,2,100,我看能不能借到钱,1,
Installment,0,,知道了,106,
CutDebt,1,,在说把,1,
CutDebt,1,,我现在确定不了,1,
Installment,0,,知道了,106,
CutDebt,1,,家人生病,1,
CutDebt,1,,等几天吧,106,
CutDebt,1,,你做梦呢？2天,1,
CutDebt,0,,我尽快处理,0,
Installment,0,,明天,0,
CutDebt,0,,我知道了,106,
CutDebt,1,,输了300多万,1,
模糊确认,2,106,到时候通知你,1,
CutDebt,1,,你是看不起我吗，还给我减免,109,
Installment,0,,我转账,0,
CutDebt,1,,等一段时间,1,
Installment,0,,10天,0,
CutDebt,1,,把之前的全部减了,1,
讨价还价,2,100,5好吧,0,
CutDebt,1,,不行，没办法安妮说的,1,
CutDebt,1,,骂人,1,
模糊确认,2,106,不能保证处理掉,1,
CutDebt,1,,分期还,100,
