split_text,classifier,label
认识，我是他姐,IfKnowDebtor,0
认识，我是他室友，怎么了,IfKnowDebtor,0
认识，我是他家人,IfKnowDebtor,0
认识，我是他爸,IfKnowDebtor,0
认识，我是他领导。有事我可以传达,IfKnowDebtor,0
认识，我是她妈,IfKnowDebtor,0
认识，我是她妹,IfKnowDebtor,0
认识，我是她妹妹,IfKnowDebtor,0
认识，我是她姐,IfKnowDebtor,0
认识，我是她爸,IfKnowDebtor,0
认识，昨晚还一起喝酒了呢,IfKnowDebtor,0
认识，是我一个村的,IfKnowDebtor,0
认识，是我前男友,IfKnowDebtor,0
认识，是我大学同学,IfKnowDebtor,0
认识，是隔壁村的,IfKnowDebtor,0
认识，那又怎么样,IfKnowDebtor,0
认识？没有。,IfKnowDebtor,1
记不到,IfKnowDebtor,1
记不得,IfKnowDebtor,1
记不清,IfKnowDebtor,1
记不起,IfKnowDebtor,1
说不认识还给我打,IfKnowDebtor,1
说了不认识了,IfKnowDebtor,1
说了不认识，不要打我电话,IfKnowDebtor,1
说了不认识，她妈的不要在打,IfKnowDebtor,1
说多次不认识,IfKnowDebtor,1
请不要在打这个电话了,IfKnowDebtor,1
谁呀这是,IfKnowDebtor,1
谁啊，不知道,IfKnowDebtor,1
谁啊，不认识,IfKnowDebtor,1
谁啊，不认识,IfKnowDebtor,1
谁啊，没听过，不认识,IfKnowDebtor,1
谁，不知道,IfKnowDebtor,1
谁，不认识，你打错了,IfKnowDebtor,1
貌似记得这个人,IfKnowDebtor,0
跟我没关系,IfKnowDebtor,1
还有这名字,IfKnowDebtor,1
这个人啊不熟,IfKnowDebtor,0
这个人是谁啊,IfKnowDebtor,1
这个人是谁没有听过,IfKnowDebtor,1
这个人没有印象,IfKnowDebtor,1
这个名字不清楚,IfKnowDebtor,1
这个名字很恶心,IfKnowDebtor,1
这个名字没有印象,IfKnowDebtor,1
这个名字现在还有人在用,IfKnowDebtor,1
这个龟孙，我也找他很久了,IfKnowDebtor,0
这么垃圾的名字吗,IfKnowDebtor,1
这么难听的名字也有人用啊,IfKnowDebtor,1
这么难听的名字吗,IfKnowDebtor,1
这人干嘛的,IfKnowDebtor,1
这人怎么可能认识,IfKnowDebtor,1
这人是什么地方的,IfKnowDebtor,1
这人是干嘛的,IfKnowDebtor,1
这人谁啊,IfKnowDebtor,1
这人那里的,IfKnowDebtor,1
这什么弱智起的名字啊,IfKnowDebtor,1
这卡是我刚办理的,IfKnowDebtor,1
这名字听都没听过,IfKnowDebtor,1
这名字太好笑了,IfKnowDebtor,1
这名字好搞笑,IfKnowDebtor,1
这明显是不可能的,IfKnowDebtor,1
这是我刚买的号码,IfKnowDebtor,1
这是我家里人的号码给我用的,IfKnowDebtor,1
这是我爱人电话，,IfKnowDebtor,0
这是朋友办理的手机号,IfKnowDebtor,1
这是谁,IfKnowDebtor,1
这有这么个人？,IfKnowDebtor,1
这里没这个人,IfKnowDebtor,1
通过彭有见过几次面,IfKnowDebtor,0
那是我姐姐,IfKnowDebtor,0
都没听说过,IfKnowDebtor,1
都没有听过这个名字。,IfKnowDebtor,1
都说多少次了不认识,IfKnowDebtor,1
